"provider_id","Hospital","City","County","Heart Attack Mortality Rate","Heart Attack Mortality Versus National Rate","Heart Attack Readmission Rate","Heart Attack Readmission Rate Versus National Rate","Heart Failure Mortality Rate","Heart Failure Mortality Versus National Rate","Heart Failure Readmission Rate","Heart Failure Readmission Rate Versus National Rate"
"670025","THE HEART HOSPITAL BAYLOR PLANO","PLANO","COLLIN","14.2","No Different","19.0","No Different","9.9","No Different","20.3","No Different"
"670029","FIRST SURGICAL HOSPITAL","BELLAIRE","HARRIS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small"
"670031","ST LUKE'S PATIENTS MEDICAL CENTER","PASADENA","HARRIS","14.3","No Different","17.8","No Different","10.3","No Different","21.0","No Different"
"670034","SCOTT & WHITE HOSPITAL-ROUND ROCK","ROUND ROCK","WILLIAMSON","13.7","No Different","16.4","No Different","9.4","No Different","19.9","No Different"
"670041","SETON MEDICAL CENTER WILLIAMSON","ROUND ROCK","WILLIAMSON","16.2","No Different","16.6","No Different","10.7","No Different","22.9","No Different"
"670043","CEDAR PARK REGIONAL MEDICAL CENTER","CEDAR PARK","WILLIAMSON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.2","No Different","23.9","No Different"
"670044","TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL","ROCKWALL","ROCKWALL","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","13.3","No Different","24.4","No Different"
"670045","COOK CHILDRENS NORTHEAST HOSPITAL, LLC","HURST","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670046","USMD HOSPITAL  AT FORT WORTH LP","FORT WORTH","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670047","SIERRA PROVIDENCE EAST MEDICAL CENTER","EL PASO","EL PASO","17.1","No Different","17.8","No Different","11.9","No Different","21.9","No Different"
"670049","NORTH CENTRAL SURGICAL CENTER LLP","DALLAS","DALLAS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670050","TRUSTPOINT HOSPITAL","LUBBOCK","LUBBOCK","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","22.5","No Different"
"670053","ST LUKE'S SUGAR LAND HOSPITAL","SUGAR LAND","FORT BEND","13.7","No Different","18.8","No Different","12.7","No Different","22.6","No Different"
"670054","FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO","SAN ANTONIO","BEXAR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670055","METHODIST STONE OAK HOSPITAL","SAN ANTONIO","BEXAR","14.1","No Different","17.7","No Different","11.5","No Different","22.5","No Different"
"670056","SETON MEDICAL CENTER HAYS","KYLE","HAYS","15.4","No Different","19.5","No Different","13.2","No Different","23.1","No Different"
"670058","EMERUS HOSPITAL","SUGAR LAND","FORT BEND","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670059","ST LUKES LAKESIDE HOSPITAL","THE WOODLANDS","MONTGOMERY","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"670060","TEXAS REGIONAL MEDICAL CENTER AT SUNNYVALE","SUNNYVALE","DALLAS","14.9","No Different","19.1","No Different","11.1","No Different","22.2","No Different"
"670061","SOUTH TEXAS SURGICAL HOSPITAL","CORPUS CHRISTI","NUECES","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670062","BAYLOR EMERGENCY MEDICAL CENTER","AUBREY","DENTON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670066","BASIN HEALTHCARE CENTER, LLC","ODESSA","ECTOR","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"670067","BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON","ARLINGTON","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670068","TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND","FLOWER MOUND","DENTON","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","10.9","No Different","23.9","No Different"
"670069","METHODIST MCKINNEY HOSPITAL","MC KINNEY","COLLIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670071","TEXAS HEALTH HEART & VASCULAR HOSPITAL ARLINGTON","ARLINGTON","TARRANT","13.0","No Different","19.2","No Different","13.3","No Different","21.3","No Different"
"670073","METHODIST HOSPITAL FOR SURGERY","ADDISON","DALLAS","Not Available","Not Available","Not Available","Not Available","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"670075","ST LUKE'S HOSPITAL AT THE VINTAGE, LLC","HOUSTON","HARRIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","11.1","No Different","23.0","No Different"
"670076","HERITAGE PARK SURGICAL HOSPITAL","SHERMAN","GRAYSON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670077","METHODIST WEST HOUSTON HOSPITAL","HOUSTON","HARRIS","16.2","No Different","17.9","No Different","Not Available","Number of Cases Too Small","23.5","No Different"
"670078","BAPTIST EMERGENCY HOSPITAL","SAN ANTONIO","BEXAR","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670079","LAKEWAY REGIONAL MEDICAL CENTER, LLC","LAKEWAY","TRAVIS","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small","Not Available","Number of Cases Too Small"
"670080","SETON MEDICAL CENTER HARKER HEIGHTS","HARKER HEIGHTS","BELL","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670082","BAYLOR MEDICAL CENTER AT MCKINNEY","MC KINNEY","COLLIN","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670083","TEXAS GENERAL HOSPITAL","GRAND PRAIRIE","DALLAS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670085","TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE","FORT WORTH","TARRANT","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670087","SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK","CEDAR PARK","WILLIAMSON","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670088","SCOTT & WHITE HOSPITAL- COLLEGE STATION","COLLEGE STATION","BRAZOS","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"670089","NIX COMMUNITY GENERAL HOSPITAL","DILLEY","FRIO","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
